<TOKEN>,<NUM>,<DATE>,<CODE>,<DESCR>
6121,4,08.06.20,005,Шатается стеллаж №1 2 .(Необходимо закрепить)
6122,5,09.06.20,005,Рядом с теневой доской на полу неровность(возможно споткнуться)
6123,6,15.06.20,005,На проходе возле участка потоков з/стенки стоят шаблоны что препятствует проходу и может привести к травме 
6124,7,15.06.20,005,Во время дождей постоянно происходит сильная течь крыши
6125,8,16.06.20,005,Возле раковин на полу расстелены листы картона.Сотрудники постоянно спотыкаются о края этих листов.При этом многие идут с кипятком в руках что может привести к падению
6126,9,16.06.20,005,На участке задняя стенка сломалась спинка кресла(бригад) за комп.столом
6127,10,18.06.20,005,Неровности пола около компьютерного стола что может привести к падению и получению травмы
6128,11,18.06.20,005,На проходе лежат коробки из под рейки.Можно споткнуться и получить травму
6129,12,19.06.20,005,Поставить ручки на окнах в женской раздевалке в ПЭАРЗиА на втором этаже
6130,13,19.06.20,005,Заделать отверстие в полах на участке дверей пост№5
6131,14,19.06.20,005,Поставить вентиляторы на участках
6132,15,22.06.20,005,При выходе со второго этажа на лестничную площадку нет предупредительной ленты на пороге
6133,16,23.06.20,005,На участке панелей на полу вдоль стены не закреплена металлическая рейка.Риск споткнуться и упасть
6134,17,23.06.20,005,"На участке ""панели"" есть стойки для крепления чертежей.Они качаются и часто падают"
6135,18,23.06.20,005,"На участке ""потоки"" висит металлический щит с острыми углами.При снятии комплектовочного шаблона оператор может поранить руки"
6136,19,23.06.20,005,Крючок для крышки теневой доски с острыми краями.Участок дверные потоки.Есть риск поранить руку
6137,20,23.06.20,005,На участке клеммники со стеллажа 2.2 сильно высунуты рейки в сторону прохода.Есть риск порезать руки
6138,21,23.06.20,005,Лестница слева ведущая в женскую раздевалку травмоопасна.Есть риск споткнуться и шарахнуться.
6139,22,23.06.20,005,В столовой возле раковины лежит картон на полу.Края у картона торчат.Риск споткнуться и упасть
6140,1,06.07.20,005,На пешеходном проходе стоит поддон с коробками
6141,2,08.07.20,005,На полу между шкафчиков налита большая лужа воды.Есть опасность подскользнуться.  1 ряд (около двери где умывальники)
6142,3,02.07.20,005,При работе на гидравлическом прессе не достаточно освещения
6143,4,02.07.20,005,Возле каибы №1 (справа) разрушилась плитка
6144,5,03.07.20,005,На посту находится стелаж для обкатки лвой стенки привода  данный стелаж выпирает острыми железными уголками на проход
6145,6,06.07.20,005,На стелаже №1 требуется замена контактных зажимов(крокодилы).
6146,7,10.07.20,005,устаревшия потолочное покрытие падает керамзит
6147,8,10.07.20,005,Плохая гермотизация окна.Во время дождя образуется лужа  которая протекает возле электрических проводов для намотки катушек.
6148,9,13.07.20,005,На дверном проеме треснула штукатурка (откос)возможное падение и прести к травме.Лестничная площадка 2 этаж вход на участок ВВУ.
6149,10,16.07.20,005,В районе (начало лотка)зашлифовать полы т.к это может привести к травме на рабочем месте.
6150,11,16.07.20,005,Между вторым и первым пролетом торчит штырь спотыкаемся
6151,12,17.07.20,005,Около рабочего  поста №8 трещина в полу(застревают колесики стула).
6152,13,17.07.20,005,На участке из пола торчат металлические штыри.
6153,14,22.07.20,005,Возле доски SIM2 оставили в вертикальном положении поддон которой может упасть на ного присутствующих на SIM2.
6154,15,22.07.20,005,На стоянке вахтовых автобусов вокруг люка просел асфальт образовав яму.В темное время суток ее не видно.Есть риск упасть или подвернуть ногу.
6155,16,22.07.20,005,При входе на участк МШС (возле учаска зарядки) из пола торчат остатки железных труб
6156,17,21.07.20,005,Проход заставлен готовой продукцией.Есть риск получить травму об острые края.
6157,18,22.07.20,005,На участке резки коробов стоят пустые коробки на проходе.Можно получить травму.
6158,19,23.07.20,005,По проходу вдоль стены  на полу лежат не обозначенные провода от вентелятора.Есть вероятность спотыкнуться.
6159,20,24.07.20,005,На участке дверей на рабочем посту №3 сломанно колесо у стула
6160,21,24.07.20,005,На участке клемников со стеложа торчит рейка со стороны прохода вдоль стены.
6161,22,16.07.20,005,На участке шкафов поддон  скомплектующими на заказ стоит не в разметке  на проходе есть риск падения
6162,23,22.07.20,005,У телег К-63 над задними колесами пластины с острыми краями опастность поранить ногу.
6163,24,20.07.20,005,На участке шкафов на 10 и 13 посту сломанны светильни дополнительного освещения на 36В.
6164,25,24.07.20,005,На участке шкафов обрыв провода на дополнительном освешении на 18 посту
6165,26,23.07.20,005,На участке двери у станков на  увеличенных площадках острые края.
6166,27,24.07.20,005,На участке двери не закреплены стойки под документацию.
6167,28,24.07.20,005,В женском туалете на первом этаже провис поток может обвалиться.
6168,29,24.07.20,005,На участке дверей на рабочем посту №15 сломанна ножка у стула.
6169,30,28.07.20,005,Между офисным помещением и складом на пешеходном проходе первого этажа выступает складское огорождение.Риск получить травму.  
6170,1,03.08.20,005,Замыкают выключатели  постоянно моргает свет треск в выключателях.
6171,2,03.08.20,005,После сильного дождя в раздевалке протек потолок затопило шкафчики промокла одежда
6172,3,04.08.20,005,На проходе около метизного склада лежит  машинка для мойки полов.
6173,4,05.08.20,005,На участке клеммники на проходе стоит поддон.Оператор проходя мимо споткнулся об него
6174,5,06.08.20,005,На участке дверей не работает тормаз на колесе остнастки рабочий пост №6
6175,6,06.08.20,005,На участке резки коробов стоит поддон с коробами риск падения.
6176,7,07.08.20,005,Не закреплены дополнительные кронштейны на станках
6177,8,07.08.20,005,На участке Дверей на посту №16 сломан стул есть риск падения оператора.
6178,9,07.08.20,005,На участке Дверей на посту №5 сломан стул есть риск падения оператора.
6179,10,09.08.20,005,На участке дверей на увеличенных площадках не обработанны края.
6180,11,10.08.20,005,На участке Зарядке убрать поддон от рабочих  постов №3 и 4.(перегораживает проход)
6181,12,10.08.20,005,В проходе между 1-ым и 2-ым пролетом(напротив телейтайпа).В арке сделан железный пандус из которого торчит винт котором он прикреплен был.Спотыкаются люди и заедают тележки.
6182,13,17.08.20,005,Открутилась сидушка у стула на рабочем посту №3
6183,14,17.08.20,005,В женской раздевалке провисло потолочное покрытие при дожде течет вода с потолка и может упасть потолочное покрытие.
6184,15,17.08.20,005,На рабочем посту №19 сломан дежратель для схем.
6185,16,18.08.20,005,На участке клеммники со стеложа торчит рейка.
6186,17,18.08.20,005,При подъеме и спуск с женской раздевалки(второй этаж)существует риск падения  с лестницы
6187,18,18.08.20,005,"На участке ""панели""разбросанны телеги для транспортировки панелей ."
6188,19,18.08.20,005,"На участке ""панели""находятся стойки для крепления черчежей.Они очень не устойчивые и очень часто падают что может привести к травме."
6189,20,20.08.20,005,На участке шкафов на рабочих постах №4 2 5 перегорели лампочки а на постах№ 3 7 10 нет креплений на лампах
6190,21,21.08.20,005,На участке дверей на рабочем посту №1 сломались колеса у стула.
6191,22,21.08.20,005,На участке резки коробов стоит поддон с коробами есть риск получить травму
6192,23,07.08.20,005,Обрыв провода допю освещения на 36 В. Пост 13
6193,24,21.08.20,005,Поддон с комплектовкой на заказ стоит на проходе.
6194,25,30.08.20,005,Обрыв провода допю освещения на 36 В. Пост 4
6195,26,27.08.20,005,На участке МШС между 1и2 столом из пола торчат металлические штыри что может привести к подению
6196,27,27.08.20,005,На участке МШС око поста №9 в полу трещина  в котору постоянно попадают колеса от стульев что мод\жет привести к подению оператора.
6197,28,28.08.20,005,На участке МШС на посту №8 в полу трещина.
6198,29,25.08.20,005,На участке шкофы на стеложе  запутался частично провод упал на проход.
6199,1,01.09.20,005,На учаске резка коробов на проходе стоит поддон.
6200,2,10.09.20,005,На участке МШС отклеилась табличка на полу.Можно спотыкнуться и упасть.
6201,3,10.09.20,005,На участке клеммников со стеложа торчит рейка в сторону прохода.
6202,4,10.09.20,005,На участке потоки на проходах стоя стулья.
6203,5,17.09.20,005,На участке резки коробов поддоны лежат  на проходе тем самым загораживая проход к коробам.
6204,6,18.09.20,005,На посту№19 сломан днржатель для стекла на столе.
6205,7,18.09.20,005,На участке потоку з/стенки на посту№22 не правильное место хранения каски т.к теневая доска задевает каску и та почтоянно падает.
6206,8,18.09.20,005,На входных воротах можно споткнуться и получить травму о сварной каркас.
6207,9,23.09.20,005,На участке клеммников из стеложа торчат острые  рейки что может привести к травме.
6208,10,23.09.20,005,На центральной проходной при спуске с лестницы в сторону стоянки на последней ступеньке под резиновым ковриком выпирает железный уголок что может привести к травме.
6209,11,24.09.20,005,На участке потов на проходе стоят шаблоны.
6210,12,24.09.20,005,На участке дверей не закреплены(нет отведенного места)под дополнительные крепления на станках.Могут упасть на ноги .
6211,13,24.09.20,005,На участке дверей на увеличенных площадках станков не обработанны края можно поцарапать ногу.
6212,14,29.09.20,005,На центральной проходной  со стороны улицы сломана ступенька.
6213,1,02.10.20,005,НА участк Двери  на рабочем посту №16 сломанна ножка у стула.Есть возможность получить травму.
6214,2,13.10.20,005,На участке клемников со сторы прохода  на стеложе торчит рейка .
6215,3,16.10.20,005,На участке МШС капае батарея отоплени сверху над шкафчиками с инструментами.
6216,4,17.10.20,005,На участке МШС на проходе  К ПК-4 буграми замазан пол
6217,5,26.10.20,005,На центральной проходной  со стороны улицы сломана ступенька.(металлический каркас целый а середина провалена).Это может привести к травме.
6218,6,29.10.20,005,Аллея от ЗЦ до мед.пункта в очень ужасном состоянии.Особенно опастно по ней ходить в темное время суток.Есть риск упасть и получить травму.
6219,1,09.11.20,005,В уборной комноте на первом этаже не работает сан ужел(2-ая кабинка)
6220,2,10.11.20,005,На участке резки коробов поддон с рейкой расположен на проходе.Риск спотыкнуться
6221,3,10.11.20,005,На проходе в женский туалет ( 2-ой этаж) лежит лестница
6222,4,10.11.20,005,На участке коробов на проходе стоит поддон с металом
6223,5,10.11.20,005,Замазать пол на участке зарядка панелей в проходе.
6224,6,02.11.20,005,На участке шкафы на стуле отломилось колесо
6225,7,05.11.20,005,Возле стола подсбора на участке шкафы на полу остался прокладочный материал.риск спотыкнуться
6226,8,06.11.20,005,На участке шкафы оборвался провод от светильника дополнительного освещения.
6227,9,10.11.20,005,На участке МШС между столом 1и3 торчит штырь о который постоянно спотыкаемся.
6228,10,10.11.20,005,Сломан стул на участке шкафов.
6229,11,10.11.20,005,у рабочего стола №7  на участке МШС  больша выбоина в полу застревает колесо от стула и он может опрокинуться
6230,12,10.11.20,005,Понимаясь на второй этаж по лестнице в сторону женского туалета лежит лестница о короую можно спотыкнуться
6231,13,10.11.20,005,На участке дверные потоки стоят сломанные стулья
6232,14,10.11.20,005,На участке МШС между столом 9 и 10  в полу образовалась щель которая припятствует перемещению стульев и теневых досок
6233,15,10.11.20,005,На участке шкафы поддон с ккомплектующими стоит на проходе
6234,16,10.11.20,005,Возле Профсоюзной доски лежат поддоны.Место под их хранение и разгруску не обозначено.есть риск получить травму.
6235,17,11.11.20,005,Во время дождя протекае крыша в женской раздевалке на втором этаже.
6236,18,11.11.20,005,на участке Телейтайп слома стул
6237,19,11.11.20,005,На участке шкафы сломанны крепления на тележках под К-63 К-70
6238,20,11.11.20,005,На участке дверные потоки на рабочем посту №16 плохо закрепленасталешница.
6239,21,11.11.20,005,На участке дверей не закреплены стойуи для схем.
6240,22,11.11.20,005,На увеличенных площадках станков не обработанны края
6241,23,11.11.20,005,Над участком двери не горят верхние лампы освещения.
6242,24,11.11.20,005,на участке клеммники вдоль прохода стоят стеложи с рейками.Рейка торчит из стеложа.
6243,25,11.11.20,005,на участке задней стенки при прохождении к участкку дверей стоят стелажи с шаблонами которые создают опастнось
6244,26,11.11.20,005,При подходе к уборочному инвентарю из-за полоски металла на полу можно споткнуться и лолучить травму или о шланг слева или о трубу справа.
6245,27,11.11.20,005,На участке МШС торчит штырь в полу Есть вероятность спотыкнуться.
6246,28,11.11.20,005,На д участком панелей нет освещение  не горят верхние лампы на потолке.
6247,29,11.11.20,005,В женском туалете на первом этаже  сломанна вешалка
6248,30,11.11.20,005,На участке Панели не устойчивые стойки для крепления схем.
6249,31,11.11.20,005,На участке потоки у стены стоят шаблоны мешают передвижению.
6250,1,08.12.20,005,На участке дверные потоки возле SIM-доски стоит стол на котором лежит незакрепленная сталешница.
6251,2,08.12.20,005,На 2-ом этаже около раждевалки лежит лестница.Есть риск споткнуться и получить травму
6252,3,08.12.20,005,На участке зарядка нужно звмвзать полы от вентелятора до доски SIM1
6253,4,01.12.20,005,На участке клемники заставлен проход информационной доской риск получить травму
6254,5,01.12.20,005,Очень скользко на пешеходном переходе к проходной.Можно подскальзнуться и упасть
6255,6,02.12.20,005,На участке потоки на заднию стенку  около рабочего посто №26 разбит пол
6256,7,02.12.20,005,В столовой над умывальником висят шкафы для посуды.У одного из них сломалось петля у двери.
6257,8,02.12.20,005,На участке зарядка трещина в полу .Есть опасность получение травмы.
6258,9,02.12.20,005,На участке шкафы сломанны крепления на тележках под шкафы К-59.
6259,10,02.12.20,005,На участке потоков на заднию стенку  возле компьютерного стола сломан стул что может привести к травме.
6260,11,02.12.20,005,На посту № 26 за приделы компьютерного стола выпирает измерительная доска.Нужно закрепить доску и обрезать по размеру стола.
6261,12,02.12.20,005,На участке потоков на заднию стенку на рабочем посту №26 поврежденно бетонное покрытие пола что может привести  к травме.
6262,13,02.12.20,005,На участке потов на заднию стенку в проходе стоят шваюлоны
6263,14,02.12.20,005,На лестнице ведущию в раздевалку во вторую смену очень темно.
6264,15,03.12.20,005,На участке потоков  стоит стул на проходе есть риск споткнуться и получить травму.
6265,16,03.12.20,005,На участке панели.Плохо держаться стойки под документацию.
6266,17,03.12.20,005,На участке панели на проходе лежит шланг для подачи воздуха.
6267,18,04.12.20,005,На участке шкафов сломанны три стула.Есть риск падения оператора.
6268,19,07.12.20,005,На участке шкафы сломанны крепления на тележках К-63/70
6269,20,07.12.20,005,На участке клемники сломанна ручка на тележке .Невозможно передвигать .Вместо ручки торчат два шурупа.
6270,21,16.12.20,005,На частке шкафы на рабочем посту №16 нет освещения.
6271,22,16.12.20,005,На участке НКУ около места хронения уборочного инвенторя торчит труба от отопления
6272,23,16.12.20,005,На участке клепки шкофов  на проходе лежат шланги .Риск споткнуться и упасть
6273,24,16.12.20,005,на участке клемников со стороны прохода торчит рейка есть риск получить троавму
6274,25,16.12.20,005,Выступ в полу с правой стороны поста№19 .Есть риск получить травму
6275,26,17.12.20,005,На участке НКУ не горят лампы освещения.Во вторую смену работать темно.
6276,27,17.12.20,005,На участке НКУ батарея отопления чуть теплая на участке очень холодно.
6277,28,17.12.20,005,На участке резки коробов  на пешеходной дорожке лежит поддон.Обходя его приходится проходить под висящими на стене ящиками.
6278,29,17.12.20,005,На участке панелей в пороходе лежат транстортировочние колеса для задней стенки.
6279,30,17.12.20,005,На проходе возве женской раздевалки стоит огромный контейнер есть риск получить травму.
6280,31,16.12.20,005,На участке МШС около рабочего поста №10 на полу находится выбоина  в которой постоянно застревают колесы стула.
6281,32,16.12.20,005,На участке МШС  из пола порчит часть металлической конструкции можно споткнуться и молучить травму.
6282,33,17.12.20,005,На проходе к ПК участка МШС неровный пол.
6283,34,17.12.20,005,На рабочем посту №5 участка МШС пол имеет поврежденную поверхность колесики стула застревают и он может перевернуться.
6284,35,15.12.20,005,На участке зарядка нужно закрепить стол для МШС.
6285,36,21.12.20,005,На участке кмеммники на походе стоит вертелятор.Можно удариться и получить травму.
6286,37,21.12.20,005,На участке клеммников на проходе стоит поддон загораживая проход.Об него можно споткнуться и получить травму.
6287,38,02.12.20,005,На участке ВВ дверь в мужскую раздевалку просела и заклинивает замок.
6288,39,07.12.20,005,На рабочиих постах SA-5 SA-4 требуется замена стульев
6289,40,15.12.20,005,При разборе слесарных комнат  возле лифта на участке ВВУ осталось много не нужного хлама.
6290,1,04.02.20,006,1 пролёт трещина в полах  застревает рабочая телега. Трещина находится где стелаж готовой продукции.
6291,2,04.02.20,006,Возле опорной колонны 13а около стола к стене прикреплена металлическая пластина. Она торчит можно получить травму.
6292,3,04.02.20,006,Между фермой №12 и 11 на трубах воздухо-провода лежит железный швеллер. Возможное падение с высоты и травмирование работников.
6293,4,04.02.20,006,Между 1 и 2 пролётом установить пандус на выходе из вторичной коммутации. Постоянно спотыкаешься.
6294,5,04.02.20,006,На участке в полу глубокое отверстие  спотыкаемся  есть риск упасть.
6295,6,03.02.20,006,В пролёте стоят контейнеры из сетки  из неё торчат прутья от этой сетки  т.к. она порвана. Можно порезать ноги.
6296,7,04.02.20,006,Минеральная вата складируется на участке вторичной коммутации.
6297,8,04.02.20,006,Входная дверь на воротах 1.1 очень тяжело открывается.
6298,9,04.02.20,006,Во втором пролёте очень холодно.
6299,10,04.02.20,006,Мин. Вата складируется рядом с участком вторичной коммутации. Дышим воздухом с частицами ваты.
6300,11,04.02.20,006,1 пролёт женский туалет 1 этаж клинет входная дверь.
6301,12,04.02.20,006,В 1 пролёте на участке вторичной коммутации на проходе к стелажу КАНБАН повреждение пола. Разбито покрытие что может привести к травмированию.
6302,13,04.02.20,006,В 1 пролёте большая выбоина возле стелажа для готовой продукции.
6303,14,04.02.20,006,1 пролёт выбоина возле стола №6 и стелажа для готовой продукции.
6304,1,03.03.20,006,Возле склада в 3-ем пролете не ровные полы(резкий переход полов по высоте).Есть вероятность споткнутся и получить правму.
6305,2,04.03.20,006,На посту №2 неиспрана разетка
6306,3,04.03.20,006,В проходе находится табурет на колесах
6307,4,06.03.20,006,Лестница на второй этаж не обозначена предупреждающими табличками типа держитесь за порочни будьте внимательны убери телефон
6308,5,03.03.20,006,Возле опорного столба 25А в полу торчит штырь есть вероятность спотыкнутся и получить травму.
6309,6,03.03.20,006,На участке риск схода телеги в связи образоввшейся конверта левой стороны рельса
6310,7,04.03.20,006,Устоновить электросушилку для рук в женских туалетах..
6311,8,05.03.20,006,На участке к-65 не исправны разетки
6312,9,02.03.20,006,На учаске 3-его прошлета в контейнерах торчат детали углами которых можно получить травму.
6313,10,04.03.20,006,Закрасить окно в душевой установить половки в кабинках и крючки для полотенец.
6314,11,06.03.20,006,Плохое освещение в 3-4 пролете
6315,12,05.03.20,006,Запах от вьежающих машин в 2-3 пролете нечем дышать
6316,13,05.03.20,006,На участке к-59 в зоне комплектовки детали с острыми углами выступают на проход есть риск пореза
6317,14,05.03.20,006,На участке упаковки после демонтажа  на проходе лежат доски  с гвоздями
6318,15,06.03.20,006,Во втором пролете около кан бана в полу яма Можно споткнуться и упасть.
6319,16,10.03.20,006,Не все лампы освещения горят в 5-ом пролете.
6320,17,05.03.20,006,Не ровные  полы в третьем пролете где рельсы можно упасть.
6321,18,06.03.20,006,Между 4-5-ом в районе комплектовки загромажден проход
6322,19,10.03.20,006,Телега для перемещения оборудования из 5 в 6 пролет недостаточно въежает в 6-ой пролет.очень сложно снимать с нее оборудование.Есть риск повреждения.
6323,20,10.03.20,006,Стропы на участке в непригодном состоянии.
6324,21,10.03.20,006,На участке отсутсвуют лестницы(стремянки).
6325,22,11.03.20,006,Плохая вентиляция очень душно нет постоянного притока свежего воздуха загрезнение воздуха от выхлопных газов заежабющих машин.
6326,23,11.03.20,006,Образовалась выбоина можно подвернуть ногу споткнуться запинаются телеги.
6327,24,13.03.20,006,Не ровные полы на выходе из 3-его пролета к складу через рельсы
6328,25,16.03.20,006,В цехе загозованность трудно дышать.К концу рабочего дня сильное першение в горле
6329,26,18.03.20,006,Недостаточно света.некоторые лампы перегорели.
6330,27,19.03.20,006,Не соблюдается разметка.Контейнера и детали лежат в не жоны
6331,28,19.03.20,006,Очень шумно  и пыльно меняют подкроновые пути
6332,29,19.03.20,006,Кармашки для бланков красно-зеленого времени очень узкие.
6333,30,24.03.20,006,На участке К-59 проложенны рельсы которые мешают при работе и травмоопасны для здоровья
6334,31,19.03.20,006,По главному проходу участка к-59 напротив опорного столба 11А в полу глубоко расположен канализационный люк есть вероятность спотыкнуться и получить травму.
6335,32,18.03.20,006,Участок к-59 опорный столб 13А во время дождя с крыши капает вода в результате образуется большая лужа на которой можно подскальзнуться и получить травму.
6336,33,23.03.20,006,В 3-ем пролете возле испытательной станции и склада лежат металлоконструкции есть вероятность получить травму
6337,34,18.03.20,006,В 5-ом пролете по главному проходу возле рельсов заграможден проход пустыми контейнерами есть вероятность получения травмы.
6338,35,16.03.20,006,Неисправни разетка возле опорного столба 13А.
6339,36,23.03.20,006,Перед крыльцом центральной проходной гололед.Риск подскользнуться
6340,37,24.03.20,006,С кранбалки в 5-ом пролете капает масло есть риск подскользнуться и получить травму.
6341,38,24.03.20,006,В женском туалете в первой кабинке около окна не работакт замок точнее заедает не срабатывает при открытии.
6342,39,24.03.20,006,На центральной проходной около турнекетов скопление воды лужи.Риск подскользнуться.
6343,40,24.03.20,006,При перемещении комплектующих(на ручной рохле)между пролетами и через дорогу передавливается электрический кабель что может привести к травме.
6344,41,25.03.20,006,Шел от RAN BAN между участками К-65 и К-59 с крыши капает вода можно подскользнутся.
6345,42,25.03.20,006,Стол находящийся рядом с рабочем местом Силицкого П.Т оборудован полозьями под выдвижной ящик фактически ящик отсутствует.Риск получить травму при посадке за стол об острые кромки полозьев.
6346,43,25.03.20,006,При переходе из второго пролета в первый споткнулся о ступеньку в переходе.
6347,44,25.03.20,006,На участке упаковки ячеек лежала доска с торчащими гвоздями.
6348,45,25.03.20,006,При монтаже межшкафной связи стоят оцинкованные лотки с острыми краями риск получить травму.
6349,46,25.03.20,006,Во втором пролете участок К-59 оснащен швелерами на полу которые проводят к травмоопасному случаю.Мешают свободному перемещатся.
6350,47,25.03.20,006,Неприподъемные светильники для блоков осещения к-59
6351,48,25.03.20,006,На линии сборки находится телега со скейтами возможно обрушение скейтов с телеги.
6352,49,25.03.20,006,Поврежден шланг сжатого воздуха.
6353,50,26.03.20,006,Гололед риск
6354,51,26.03.20,006,Недостачно освещение
6355,52,26.03.20,006,Сломанно запорное усстройство на кране(16т)
6356,53,26.03.20,006,Шел по проходу из контейнера торчала стенка от КСО можно споткнуться
6357,54,26.03.20,006,Коридор находящийся между пролетами 2-3 оснащен не ровной поверхностью(ямы рытвины)
6358,55,26.03.20,006,Тележки для пеоревозки чемоданов имеют выступы которые бьют по ногам
6359,1,06.04.20,006,Между 2и 3 пролетом в полу длинная трещина постоянно спотыкаемя.
6360,2,06.04.20,006,На стеложах из контейнеров на вернем ярусе свисают шины над проходом от главного офиса в цех.
6361,3,06.04.20,006,Повреждена изоляция удлиннителя.
6362,4,06.04.20,006,Когда идешь в душ или из душа очень скользко.Есть риск подскользнуться и упасть.
6363,5,06.04.20,006,На проходе возле опорного столба 13Е лежат металлические детаи после разбора помещения.Есть вероятность получить травму.
6364,6,07.04.20,006,Сильный перепад полов возле опорного столба 16А на проходе из 1ого во 2ой пролет.Можно получить травму.
6365,7,08.04.20,006,Линия к-70 пост №6.Выскочил переходник со шланга с воздухом.
6366,8,08.04.20,006,Линия к-70 пост №1 в контейнере лежат негаборитные детали можно порезать ногу.
6367,9,08.04.20,006,на проходе лежат швелера(для перемещения к-35 по линии).При перемещении можно споткнуться и упасть.
6368,10,08.04.20,006,На рабочем посту №5 неиспрввен выключатель
6369,11,09.04.20,006,В проходе вдоль стены(РЕМПРИ) 3-4 пролет слобое освещение риск столкновения и падения.
6370,12,09.04.20,006,На участке сборке к-59 на опоре №12 установлен крюк.Есть вероятность в получении травмы.
6371,13,09.04.20,006,На месте мастера во втором пролете лопнул корпус выключателя освещения.Есть вероятность получить удар электрическим током.
6372,14,09.04.20,006,После распоковки разъеденителя  на полу лежат доски с гвоздями.есть вероятность получения травмы.
6373,15,09.04.20,006,При поднятии корпуса ячейки возможно зацепления шланга воздуха.
6374,16,10.04.20,006,В третье пролете в контейнере с металоломом лежит металлическая полоска с участка упоковки выступает за пределы контейнера есть вероятность получения травмы.
6375,17,13.04.20,006,На участке К-59 загромажден проход контейнерамик блокам .
6376,18,13.04.20,006,очень тяжелые подставки в 4-ом пролете очень трудно передвигать их по релтсам.
6377,19,13.04.20,006,Мешают рельсы во 2-ом пролете при передвижение освещения (переносных светильников)
6378,20,13.04.20,006,Лелат доски и поддоны с гвоздями после распоковки оборудования.
6379,21,13.04.20,006,На участке сдачи К-35 находится гидровлическая вилочная тележка(рохля).Производя страповку ячейки и двигаясь за ней можно спотыкнуться .
6380,22,13.04.20,006,Не устравна гидровлическая вилочная тележка.
6381,23,13.04.20,006,Из контейнера торчат кронштейны об которые мозно затепиться спец.одеждой
6382,24,13.04.20,006,Можно спотыкнуться об приспособление для тележки с ячейкой.
6383,25,13.04.20,006,Бетонное покрытие около ж/д путей (между пролетами)пришло в негодность.Можно получить травму
6384,26,13.04.20,006,На 6 посту прорвало шланг с воздухом.
6385,27,13.04.20,006,Линия К-70 не удобные скейты для ячеек.Не поворачиваются колеса.При выравнивание Ячейки на линии есть вожможность падения ячейки со скейта.
6386,28,13.04.20,006,Из контейнера торчит деталь за пределы разметки есть риск получить травму
6387,29,13.04.20,006,Близко стоят контейнера к блокам К-59 мешают проходу к рабочему месту.
6388,30,13.04.20,006,Отсутствует горячая вода для мытья рук.
6389,31,13.04.20,006,Линия К-70 пост №1 стои контейнер  сгабаритными деталями есть риск получить травму.
