<DATE>,<CODE>,<DESCR>
15.03.21,007,короткое замыкание в розетки сов плима
15.03.21,007,отсутствовало определенное место резки проф  Листа
16.03.21,007,нарушение изоляции кабеля
16.03.21,007,Сломана розетка
18.03.21,007,Прокладочный материал лежал н аполу
18.03.21,007,сборщик споткнулся об рельсы стенда
19.03.21,007,Лежат стропы на проходе
22.03.21,007,Контейнер на проходе 
23.03.21,007,уголки лежат без прокладок 
24.03.21,007,на входе в краско-приготовительный участок лежал поддон
24.03.21,007,пролили краску на подложку на складе ЛКМ
25.03.21,007,не регулируется рукам совплима
25.03.21,007,сломался совплим
25.03.21,007,расшатался столб забора
25.03.21,007,лопнул кра на воздушной трубе
25.03.21,007,на проходе поддоны
25.03.21,007,на посту 8 в начале смены было обнаружено нарушение целостности вилки на совплиме
25.03.21,007,в проходе на пост споткнулся об анкер что держит столб
26.03.21,007,на проходе лежат стропы
20.04.21,007,Прокладочный материал на проходе
22.04.21,007,Край линиии сборочного конвейера приподнялся у места крепления
22.04.21,007,Листы на проходе
23.04.21,007,перестали сматыватся улитка со шлангом
26.04.21,007,Отвалилась масса у заземляющего провода
26.04.21,007,разлита краска 
26.04.21,007,Прокладочный материал на проходе
27.04.21,007,Травит воздушный шланг
27.04.21,007,стропы на проходе
28.04.21,007,рассыпался поддон с базальтом
28.04.21,007,через проход на краскоприготовительном протянут воздушный шланг
28.04.21,007,В краскоприготовительной на полу лежали поддоны из под грунта
28.04.21,007,неисправна розетка совплима
28.04.21,007,обгорела масса на стенде
28.04.21,007,вылез анкер из заземления
28.04.21,007,Лежит лист металла на проходе
28.04.21,007,торчит проволока от забора
28.04.21,007,на проходе лежит швеллер
28.04.21,007,на проходе к сверлильному станку контейнер со стружкой
28.04.21,007,на сварочном посту обнаружился обрыв полосы заземления
29.04.21,007,Стропы на проходе
29.04.21,007,поддоны в проходе
29.04.21,007,на полу валялись уголки 
29.04.21,007,Во время работы слетели провода со стрелы подающего 
29.04.21,007,комплектующие детали складываются на псту на подставки и ни падают с них
29.04.21,007,на полосе заземлении торчал болт 
29.04.21,007,в проходе стоит алюминиевая лестница
29.04.21,007,"в проходе на ""ребре"" стоит поддон"
29.04.21,007,перегорел кабель заземления
29.04.21,007,обломился провод на удлинители
17.05.21,007,приспособление для сборки и сварки лежат на полу мешает проходу
24.05.21,007,На полу лежит доска с гвоздями
25.05.21,007,торчит бирка острым углом
25.05.21,007,из пола торчит болт 
25.05.21,007,Мешал поддон на проходе 
25.05.21,007,Поддон лежит на проходе
25.05.21,007,обнаружили порез углекислотного шланга
25.05.21,007,Искрит выключатель
26.05.21,007,на проходе стоит контейнер с пиломатериалами
26.05.21,007,разлито масло на дороге
26.05.21,007,у провода массы плохой контакт
27.05.21,007,Лежал поддон на проходе
12.07.21,007,Не тянет совплим
14.07.21,007,Не фиксируется рукав совплима
16.07.21,007,Травит редуктор на баллоне
19.07.21,007,Прокладочный материал лежит на проходе
20.07.21,007,Стропы лежат на проходе
20.07.21,007,Травит шланг подачи смеси для сварки
21.07.21,007,Метизы не в месте хранения
22.07.21,007,Нарушена изоляция на проводе сварочного автомата
22.07.21,007,лежал поддон на проходе
22.07.21,007,В оск стояли пустые бочки из под краски мешали ходить
22.07.21,007,стропы не на месте хранения
26.07.21,007,отгорела полоса заземления
13.08.21,007,сорвало шланг с пневматической зачистной машины
17.08.21,007,прокладочный материал валялся на проходе
19.08.21,007,стропы лежали на проходе
23.08.21,007,Стропы лежат на проходе
24.08.21,007,прокладки лежат на проходе
25.08.21,007,Нагрев кабеля массы
25.08.21,007,на проходе мешался поддон 
25.08.21,007,замкнул кабель массы на аппарате
25.08.21,007,прокладочный материал лежит на полу
26.08.21,007,на протяжении всей пешеходной дорожки существует риск падения сухих веток с деревьев
26.08.21,007,на проходе лежат острые саморезы
26.08.21,007,проходные контейнера стоят не на месте
06.09.21,007,Травит шланг жатого воздуха
08.09.21,007,Тара на проходе  задел рукой
09.09.21,007,швеллер лежит на полу в проходе
15.09.21,007,кабель от сварочного аппарата поврежден
15.09.21,007,рассыпанны саморезы по полу
15.09.21,007,Задел ногой контейнер
16.09.21,007,Стропы лежат на проходе
16.09.21,007,На участке валяется прокладочный материал
17.09.21,007,прокладочный материал лежит на проходе
18.09.21,007,нарушена изоляция провода УШК
20.09.21,007,Контейнер стоит на проходе
20.09.21,007,Искрит кабель массы
28.10.21,007,Укосина для шланга со сжатым воздухом кстановлена слишком низко  задеваю головой
28.10.21,007,Листы пола выходят за разметку опасность порезатся
28.10.21,007,Большое количество дроби н аполу
21.10.21,007,Повреждена защитная гофра кабеля сварочного оператора
21.10.21,007,На полу разлито масло 
21.10.21,007,На проходе лежат уголки
20.10.21,007,контейнер на проходе
14.10.21,007,Пролили краску на краскоприготовительном участке
14.10.21,007,споткнулся об полосу сварочной массы
12.10.21,007,Болталась розетка
11.10.21,007,У входа на сварочный пост 7 стоял стеллаж который мешает проходу 
11.10.21,007,из пола торчит арматура
22.11.21,007,Уголки для рам основания лежат на походе
23.11.21,007,Прокладочный материал лежал на полу в рабочей зоне
24.11.21,007,Стропы лежат на проходе 
26.11.21,007,На краскоприготовительном участке на проходе стояли поддоны из под краски
26.11.21,007,На сборочном участке установлена конвейерная линия  соткнулся об рельсы 
26.11.21,007,На сборочном участке уголки под панели лежали не на месте
26.11.21,007,Отгорела масса от стенда
26.11.21,007,Открутился болт на защелке стенда
26.11.21,007,Вылез анкер из полосы заземления 
26.11.21,007,Отгорела клемма массы
26.11.21,007,Обнаружил порез на воздушном шланге
30.11.21,007,Очень скользкий заход 
21.12.21,007,Швеллер лежит на проходе
21.12.21,007,Обнаружено пятно масла у ворот
21.12.21,007,Выполняя работу на посту 5 споткнулся о полосу сварочной массы (была согнута)
21.12.21,007,Подкапывал кран на бочке с растворителем
22.12.21,007,Доска от поддона с гвоздями  на проходе
22.12.21,007,Лежал поддон на выходе из краскоприготовительного участка
22.12.21,007,Инструмент не помещался в теневой доске  валялся в ящике
22.12.21,007,Травит воздух в соединении штуцера
22.12.21,007,При передвижении люльки в ОСК сломаласть шина
11.01.21,008,При включении электролобзика в сеть  розетка заискрилась и обгарела вилка
11.01.21,008,В блок модуле споткнулся об запутанные шланги
11.01.21,008,При упаковке блок модуля не удержали щит и он упал на пол
11.01.21,008,При упаковке блок модуля молоток соскочил с рукоятки
11.01.21,008,Споткнулся около блок модуля об проволоку от гофротрубы
11.01.21,008,При перемещение возле блок модуля споткнулся об торчащие детали из контейнера
12.01.21,008,При перемещение возле блок модуля подскользнулся на мокром полу
12.01.21,008,При подрезке обрамлений болгаркой отрезной круг закусило и он разлетелся
12.01.21,008,При перемещение возле блок модуля споткнулся об переноску
12.01.21,008,При спуске со стремянки одна из ступенек сломалась
12.01.21,008,При монтаже на подставке отломилась ступенька
11.01.21,008,Переносная подставка стояла на проходе и мешала безопасному проходу
11.01.21,008,Зашипел шланг с воздухом
11.01.21,008,Подскользнулся на прокладочном малеоиале лежащем на мокром полу
11.01.21,008,Разматывал кабель сварочного аппарата обнаружил поврежденную изоляцию
11.01.21,008,На месте складирования продукции находился трансформатор напряжения с которого капало масло
11.01.21,008,На рсбочем месте возле блок модуля маляр пролил краску
12.01.21,008,Во время проведения сварочных работ под блок модулем обнаружил пленку  могло произойти возгорание
12.01.21,008,На линии складирования упаковки бруска лежал щит и выпирал за границу упаковки
12.01.21,008,Увидел контейнер стоящий на проходе
12.01.21,008,На телеге возле склада лежали потолки  одна сторона упала с бруска
12.01.21,008,Деталь лежащая на стелаже выступает за линию ограждения
13.01.21,008,На проходе споткнулся об брус
13.01.21,008,Сварщик работал с переноской у которой был огален провод
13.01.21,008,7 10 утра проходил по аллее к цеху подскользнулся и чуть не упал  подскользнулся на птичьем помете в темное время суток 
13.01.21,008,В 9 45 споткнулся о кабель от сварочного аппарата  который бал раскинут по проходу  что могло привести к травме
13.01.21,008,Торчал брус из под блок модуля
13.01.21,008,Выявлена стремянка с деФектом ступеней
13.01.21,008,На проходе стоит пустой контейнер из под оборудования
01.02.21,008,Во время набора деталей  зацепился штаниной за торчащий уголок
01.02.21,008,Во время развертывания аппарата разлил краску
01.02.21,008,Во время проведения сварочных работ в блок модуле споткнулся о петлю проводов подающего механизма
01.02.21,008,На кабельном участке неправельно была установлена бухта с кабелем
01.02.21,008,При входе в цех было очень скользко
01.02.21,008,Возле ворот кабельного участка было много воды  после машин 
01.02.21,008,На проходе у ворот стоят поддоны
01.02.21,008,Рехтовали кабель  кабушка с кабелем чуть не наехала на ногу
01.02.21,008,На полу возле склада было разлито машинное масло
01.02.21,008,На проходе лежал размотанный кабель
02.02.21,008,Готовая продукция лежит на проходе  не хватает стеллажей
02.02.21,008,Около фонтанчика была обнаружена большая лужа воды  риск подскользнуться и получить травму
02.02.21,008,Работала на кабельном участке  около ворот после заезда автотранспорта остается снег и образуется лужа  Риск подскользнуться и получить травму 
02.02.21,008,Работая на складе почувствовал что уперся в уголок торчащий за разметку
02.02.21,008,На участке находился сломанный поддон
02.02.21,008,На участке находился сломанный инструмент
02.02.21,008,На дорожке для прохода лежит кабель
03.02.21,008,На проходе стоит рохля
03.02.21,008,Поврежден корпус розетки 220в
03.02.21,008,Волялись шланги на проходе
03.02.21,008,На проходе лежал контур и мешал проходу
03.02.21,008,На проходе лежали доски и мусор
03.02.21,008,Оставлена тележка на центральном проходе
03.02.21,008,На проход выкатилась пустая катушка из-под кабеля
03.02.21,008,Проходя мимо складирования рам основания  заметил сильно выступающий прокладочный материал (брус деревянный 100х100)
03.02.21,008,На месте складирования деталей  детали выступали за линию 
03.02.21,008,Стоял контейнер криво  мог упасть
03.02.21,008,Детали стояли на сломаном поддоне  был риск падения деталей 
01.03.21,008,Порван шнур переноски
01.03.21,008,Высота складирования груза больше допустимой
01.03.21,008,Разлито машинное масло на полу
01.03.21,008,Загроможден проход к электро щитку
02.03.21,008,Угол контейнера выпирает в проход
02.03.21,008,Плохая освещенность участка
02.03.21,008,На участке крупногабаритных деталей  на проходе стоял поддон
02.03.21,008,В проходе стоял проходной контейнер  из которого сильно выпирают детали  мешающие свободному проходу
02.03.21,008,на участке дверей стальные стропы лежат на проходе
03.03.21,008,Не правельно складировались панели
03.03.21,008,У средних ворот лежали бруски
03.03.21,008,На проход выкатились бобины с кабелем  так как отсутствовали подпорки
03.03.21,008,При транспортировке рамы основания из цеха в цех не оказалось прокладочного материала между рамами
03.03.21,008,Стропы 7м лежали на полу
03.03.21,008,После раскладки ферм по ячейкам остались бруски
03.03.21,008,На участке коммутации на проходе лежали швеллера  трубы мешали проходу
03.03.21,008,На полу у стелажей были разбросаны гайки  железная тара
03.03.21,008,Сломана розетка на участке
04.03.21,008,Проходя по складу я увидел длинный уголок  который торчал за разметку
04.03.21,008,Из контейнера торчали доски прокладочного материала
04.03.21,008,В проходе стояло ведро с краской
04.03.21,008,Споткнулся о лежащий на проходе поддон
04.03.21,008,Находясь на складе я обнаружил  что одна катушка с проводом была без упора
05.03.21,008,После приема деталей остались в проходе бруски  которые мешали свободному проходу
05.03.21,008,После разгрузки и принятия деталей от машины осталось много воды и льда  которые мешали свободному перемещению
05.03.21,008,После выгрузки автомашины на полу осталась лужа воды с маслом
05.03.21,008,на участке резки кабеля в проходе лежали куски кабеля  мешают проходу
10.03.21,008,Швеллер лежащий на стелаже выступает за ограждение
10.03.21,008,На складе крупногабаритных деталей  детали выходили на проход
01.04.21,008,Торчал брус из под блок модуля
01.04.21,008,На проходе лежал размотанный кабель
01.04.21,008,При перемещение возле блок модуля споткнулся об торчащие детали из контейнера
09.04.21,008,Споткнулся об перепутанный кабель
07.04.21,008,Увидел разлитое ведро растворителя рядом со сварочным аппаратом
09.04.21,008,Были замечены на проходе текстильные стропы  зацепился ногой и чуть не упал
09.04.21,008,Взял в работу удлиннитель  я обнаружил повреждение изоляции на проводе
09.04.21,008,Заметил огаленный провод на переноске
07.04.21,008,При начале работы на передвижном сварочном аппарате пост №6  обратил внимание на вилку силового провода для запитки аппарата на 380 В  она была разболтана  при вскрытии оказалось  что одна фаза вылетела
01.04.21,008,Во время приемки контейнеров  на проходе лежал брус
01.04.21,008,Из контейнера сильно выпирала деталь  что могло привести к травме
02.04.21,008,С контейнера торчала деталь выходя за разметку  что могло привести к травме
02.04.21,008,На сломаном поддоне стояло оборудование  могло упасть
02.04.21,008,Текстильные стропа лежали на полу  мешали пройти к деталям
02.04.21,008,У 1 стелажа выходили на проход металические сетки  мешали проходить
07.04.21,008,Пустой поддон стоял на проходе
10.04.21,008,На проходе участка складирования крупногабаритных деталей стоял упаковочный материал
10.04.21,008,При подрезке обрамлений болгаркой отрезной круг закусило и он разлетелся
09.04.21,008,На полу возле склада было разлито машинное масло
20.04.21,008,При подрезке обрамлений болгаркой отрезной круг закусило и он разлетелся
20.04.21,008,На участке находился сломанный поддон
20.04.21,008,На проходе лежали доски и мусор
16.04.21,008,Зашипел шланг с воздухом
17.05.21,008,При включении электролобзика в сеть  розетка заискрилась и обгарела вилка
17.05.21,008,При упаковке блок модуля молоток соскочил с рукоятки
17.05.21,008,При перемещение возле блок модуля споткнулся об торчащие детали из контейнера
17.05.21,008,При подрезке обрамлений болгаркой отрезной круг закусило и он разлетелся
17.05.21,008,Подскользнулся на прокладочном малеоиале лежащем на мокром полу
17.05.21,008,Разматывал кабель сварочного аппарата обнаружил поврежденную изоляцию
18.05.21,008,Во время проведения сварочных работ под блок модулем обнаружил пленку  могло произойти возгорание
18.05.21,008,Деталь лежащая на стелаже выступает за линию ограждения
18.05.21,008,Торчал брус из под блок модуля
18.05.21,008,Во время набора деталей  зацепился штаниной за торчащий уголок
18.05.21,008,На проходе у ворот стоят поддоны
19.05.21,008,Рехтовали кабель  кабушка с кабелем чуть не наехала на ногу
19.05.21,008,Готовая продукция лежит на проходе  не хватает стеллажей
19.05.21,008,Около фонтанчика была обнаружена большая лужа воды  риск подскользнуться и получить травму
19.05.21,008,На участке находился сломанный инструмент
20.05.21,008,На дорожке для прохода лежит кабель
20.05.21,008,На проходе лежал контур и мешал проходу
20.05.21,008,На проходе лежали доски и мусор
20.05.21,008,На месте складирования деталей  детали выступали за линию 
21.05.21,008,После выгрузки автомашины на полу осталось масло
21.05.21,008,Споткнулся о лежащий на проходе поддон
21.05.21,008,Находясь на складе я обнаружил  что одна катушка с проводом была без упора
21.05.21,008,В проходе стояло ведро с краской
01.06.21,008,В блок модуле споткнулся об запутанные шланги
01.06.21,008,Торчал брус из под блок модуля
01.06.21,008,На проходе споткнулся об брус
02.06.21,008,При перемещение возле блок модуля споткнулся об переноску
02.06.21,008,Разматывал кабель сварочного аппарата обнаружил поврежденную изоляцию
02.06.21,008,На рсбочем месте возле блок модуля маляр пролил краску
02.06.21,008,Стоял контейнер криво  мог упасть
03.06.21,008,Поврежден корпус розетки 220в
03.06.21,008,На месте складирования деталей  детали выступали за линию 
03.06.21,008,на участке резки кабеля в проходе лежали куски кабеля  мешают проходу
04.06.21,008,Разлито машинное масло на полу
04.06.21,008,На участке дверей стальные стропы лежат на проходе
04.06.21,008,На полу у стелажей были разбросаны гайки  железная тара
04.06.21,008,Находясь на складе я обнаружил  что одна катушка с проводом была без упора
28.06.21,008,Зашипел шланг с воздухом
28.06.21,008,На дорожке для прохода лежит кабель
28.06.21,008,Швеллер лежащий на стелаже выступает за ограждение
28.06.21,008,Пустой поддон стоял на проходе
28.06.21,008,В проходе стояло ведро с краской
28.06.21,008,При транспортировке рамы основания из цеха в цех не оказалось прокладочного материала между рамами
28.06.21,008,Загроможден проход к электро щитку
05.07.21,008,При включении электролобзика в сеть  розетка заискрилась и обгарела вилка
06.07.21,008,В блок модуле споткнулся об запутанные шланги
07.07.21,008,При перемещение возле блок модуля споткнулся об переноску
08.07.21,008,При спуске со стремянки одна из ступенек сломалась
09.07.21,008,Поврежден корпус розетки 220в
12.07.21,008,На проход выкатилась пустая катушка из-под кабеля
13.07.21,008,Увидел контейнер стоящий на проходе
14.07.21,008,На телеге возле склада лежали потолки  одна сторона упала с бруска
15.07.21,008,Торчал брус из под блок модуля
16.07.21,008,Выявлена стремянка с дефектом ступеней
06.07.21,008,Во время проведения сварочных работ в блок модуле споткнулся о петлю проводов подающего механизма
08.07.21,008,На кабельном участке неправельно была установлена бухта с кабелем
09.07.21,008,На участке находился сломанный поддон
12.07.21,008,На участке находился сломанный инструмент
15.07.21,008,Поврежден корпус розетки 220в
16.07.21,008,Зашипел шланг с воздухом
06.07.21,008,Подскользнулся на прокладочном материале лежащем на мокром полу
08.07.21,008,На месте складирования деталей  детали выступали за линию 
26.07.21,008,Поврежден корпус розетки 220в
27.07.21,008,Стоял контейнер криво  мог упасть
20.07.21,008,На полу возле склада было разлито машинное масло
02.08.21,008,На кабельном участке неправельно была установлена бухта с кабелем
03.08.21,008,На участке находился сломанный поддон
04.08.21,008,На участке находился сломанный инструмент
05.08.21,008,Поврежден корпус розетки 220в
08.08.21,008,На участке находился сломанный поддон
09.08.21,008,На проходе лежали доски и мусор
18.08.21,008,После разгрузки автомашины с трансформаторами  обнаружил большие подтеки масла из поддона 
08.08.21,008,В блок модуле споткнулся об запутанные шланги
09.08.21,008,При перемещение возле блок модуля споткнулся об переноску
08.08.21,008,На проход выкатилась пустая катушка из-под кабеля
09.08.21,008,На склад привезли много деталей и после разгрузки осталось много брусков и прокладочного материала
16.08.21,008,Увидел контейнер стоящий на проходе
17.08.21,008,На телеге возле склада лежали потолки  одна сторона упала с бруска
18.08.21,008,Выявлена стремянка с дефектом ступеней
19.08.21,008,Совршая поворот из цеха камаз задел поддон с базальтом и рассыпал его
20.08.21,008,Рамы крыш мешали проходу
17.08.21,008,Из проходного контейнера торчал уголок  мешал проходу
18.08.21,008,На проходе лежал поддон
19.08.21,008,На сломаном поддоне стояло оборудование  могло упасть
20.08.21,008,Со стеллажа торчала деталь  могла привести к травме
02.09.21,008,Разлито машинное масло на полу
02.09.21,008,На участке дверей стальные стропы лежат на проходе
02.09.21,008,На полу у стелажей были разбросаны гайки  железная тара
03.09.21,008,Находясь на складе я обнаружил  что одна катушка с проводом была без упора
03.09.21,008,Во время проведения сварочных работ в блок модуле споткнулся о петлю проводов подающего механизма
03.09.21,008,На кабельном участке неправельно была установлена бухта с кабелем
06.09.21,008,На участке находился сломанный поддон
06.09.21,008,На участке находился сломанный инструмент
06.09.21,008,Торчал брус из под блок модуля
06.09.21,008,На проходе споткнулся об брус
07.09.21,008,При перемещение возле блок модуля споткнулся об переноску
07.09.21,008,В блок модуле споткнулся об запутанные шланги
07.09.21,008,При перемещение возле блок модуля споткнулся об переноску
08.09.21,008,При спуске со стремянки одна из ступенек сломалась
08.09.21,008,Швеллер лежащий на стелаже выступает за ограждение
08.09.21,008,Пустой поддон стоял на проходе
08.09.21,008,Зашипел шланг с воздухом
09.09.21,008,Подскользнулся на прокладочном материале лежащем на мокром полу
09.09.21,008,В проходе стояло ведро с краской
09.09.21,008,Поврежден корпус розетки 220в
01.10.21,008,На участке находился сломанный поддон
04.10.21,008,На проезде обнаружено пятно масла 
05.10.21,008,В блок модуле споткнулся об запутанные шланги
05.10.21,008,При перемещение возле блок модуля споткнулся об переноску
07.10.21,008,При спуске со стремянки одна из ступенек сломалась
08.10.21,008,Из контейнера сильно выпирала деталь  что могло привести к травме
11.10.21,008,С контейнера торчала деталь выходя за разметку  что могло привести к травме
12.10.21,008,На сломаном поддоне стояло оборудование  могло упасть
13.10.21,008,Совршая поворот из цеха камаз задел поддон с базальтом и рассыпал его
14.10.21,008,Рамы крыш мешали проходу
15.10.21,008,Торчал брус из под блок модуля
15.10.21,008,На проходе лежали доски и мусор
18.10.21,008,Не правельно складировались панели
19.10.21,008,У средних ворот лежали бруски
20.10.21,008,Выявлена стремянка с дефектом ступеней
21.10.21,008,Швеллер лежащий на стелаже выступает за ограждение
22.10.21,008,Зашипел шланг с воздухом
25.10.21,008,Торчал брус из под блок модуля
26.10.21,008,В проходе стояло ведро с краской
27.10.21,008,Со стеллажа торчала деталь  могла привести к травме
28.10.21,008,Увидел контейнер стоящий на проходе
01.11.21,008,Швеллер выпирает в проход 
03.11.21,008,Неисправна переноска 
05.11.21,008,Натянут шланг между модулями 
08.11.21,008,Сломана розетка в комнате приёма пищи 
08.11.21,008,Следы масла на проходе 
08.11.21,008,На участке КТПГ лежал швеллер подъёма
09.11.21,008,На участке КПТГ деревянный брус лежал на месте монтажа блок-модуля 
09.11.21,008,В Мужской раздевалке сильно выдвинут угол шкафа в проход 
10.11.21,008,Неверное складирование отходов 
10.11.21,008,Брус лежит на проходе 
11.11.21,008,В проходе лежала кисточка с клеем 
12.11.21,008,На пешеходной дорожке были рассыпаны саморезы 
15.11.21,008,На участке ОХ через проход натянут провод от переноски 
15.11.21,008,На участке сборки крыш из под рам торчал брус 
17.11.21,008,Переноска была натянута через пешеходную дорожку по середине пролёта 
18.11.21,008,На полу сборки лотков большое колличество деталей 
19.11.21,008,Моторное масло на полу 
22.11.21,008,Сломана лестница 
24.11.21,008,Плохое освещение на участке 
25.11.21,008,Мокрый пол на участке 
26.11.21,008,Искрит кра-балка 
01.12.21,008,При спуске со стремянки одна из ступенек сломалась
02.12.21,008,С контейнера торчала деталь выходя за разметку  что могло привести к травме
03.12.21,008,Торчал брус из под блок модуля
06.12.21,008,Не правельно складировались панели
07.12.21,008,Выявлена стремянка с дефектом ступеней
08.12.21,008,В блок модуле споткнулся об запутанные шланги
09.12.21,008,При спуске со стремянки одна из ступенек сломалась
10.12.21,008,Пустой поддон стоял на проходе
13.12.21,008,В проходе стояло ведро с краской
14.12.21,008,На участке находился сломанный поддон
15.12.21,008,На участке находился сломанный инструмент
16.12.21,008,Торчал брус из под блок модуля
17.12.21,008,На проходе споткнулся об брус
20.12.21,008,В блок модуле споткнулся об запутанные шланги
21.12.21,008,При перемещение возле блок модуля споткнулся об переноску
22.12.21,008,При спуске со стремянки одна из ступенек сломалась
23.12.21,008,Швеллер лежащий на стелаже выступает за ограждение
24.12.21,008,Рамы крыш мешали проходу
27.12.21,008,Из проходного контейнера торчал уголок  мешал проходу
28.12.21,008,В блок модуле споткнулся об запутанные шланги
25.01.21,009,Автоматическое отключение света происходит раньше времени  есть риск травмирования в темном помещении
26.01.21,009,Отсутствует запись на табличке о дате замены фильтра
28.01.21,009,На рабочем месте брусок лежит с выступаюшими гвоздями острием вверх
29.01.21,009,Деревянный поддон лежал на проходе
29.01.21,009,Рукоять поворотных тисков повернута в сторону прохода
29.01.21,009,На полу лежит несколько гвоздей
29.01.21,009,На проезде масляное пятно от а\м
01.02.21,009,Пневмошланг лежал на проходе
02.02.21,009,В душе не горит свет
03.02.21,009,Вода на полу  перелив из чаши Генуя
11.02.21,009,Пневмошланг лежал на проходе
12.02.21,009,Деталь из контейнера выступала на проход
12.02.21,009,Деревянный поддон стоял на ребре с риском падения на ногу
25.02.21,009,Кран-балка запаркована под ГЛО  риск повреждения изоляции питающего кабеля
03.03.21,009,Поддон с входящим материалом стоит на проходе
05.03.21,009,В отделении с умывальниками нет света
15.03.21,009,Разлито масляное пятно
17.03.21,009,Риск оступиться о мосток 
22.03.21,009,На полу металичесткий предмер - риск поскользнуться
23.03.21,009,Вода разлита на полу
23.03.21,009,На полу увязочная лента
23.03.21,009,Пустые поддоны на проходе
24.03.21,009,Повреждена розетка 220 В
24.03.21,009,На козырьке навеса много наледи
12.04.21,009,Оператор споткнулся о рохлю 
12.04.21,009,Оператор споткнулся о деревянный поддон
07.04.21,009,На эл тележке лежит швеллер за забариты
13.04.21,009,масляное пятно после разгрузки А\М
20.04.21,009,кран-балка стояла с опущенным крюком на проходе
20.04.21,009,Контейнер с длиномером выступает на проход
01.05.21,009,Подставка с деформированной ножкой на участке
04.05.21,009,Не работает слив в канализацию-лужа на полу
10.05.21,009,корпус розетки 220В не закреплен
11.05.21,009,Лужа на полу около фонтанчика
11.05.21,009,Лужа на полу опрокинут стакан с кофе 
11.05.21,009,Агрессивное поведение уличной собаки
14.05.21,009,пятна масла из а\м на полу
19.05.21,009,по пешеходному переходу прокинут провод от удлинителя 220 В
03.06.21,009,Аварийная течь в трубопроводе
10.06.21,009,Рамы-основания собираются на проходе
14.06.21,009,Лужа на полу (протекает крыша в дождь)
22.06.21,009,Из деревянного поддона торчат шляпки гвоздей
24.06.21,009,Бирка из металла лежит на проходе (риск поскользнуться)
25.06.21,009,Контейнер с деталями стоит на проходе
25.06.21,009,Утечка воды в трубопровод ПК (координаты Д32)
29.06.21,009,Контейнер с деталями из оцинковки (острые кромки) установлен близко к проходу
06.07.21,009,Деталь уложена не правильно  габарит выпущен на проход
10.07.21,009,Материал для упаковочных работ складирован с нарушением по высоте
13.07.21,009,Материал для упаковочных работ складирован с нарушением по высоте
14.07.21,009,контейнер с входящими деталями установлен на проход
