<TOKEN>,<NUM>,<DATE>,<CODE>,<DESCR>
1304,12,22.03.21,006,В 4 пролёте возле ворот № 4 2 с потока свисают огромные металлические штыри. Есть вероятность падения их на человека и нанесения травмы.
1305,13,18.03.21,006,Напротив опорного столба 26 А  второго пролёта неровные полы( высокий переход полов). Есть вероятность споткнуться и получить травму.
1306,14,24.03.21,006,Во втором пролёте на участке вторичной коммутации неисправна розетка. Возможно поражение эл.током.
1307,15,25.03.21,006,Участок К-59 сломано запорное устройство на гаке крана.
1308,16,25.03.21,006,На участке упаковки валялись на проходе доски с гвоздями.
1309,17,25.03.21,006,Н линии сборки К-65 между колоннами стоит слесанрый стол  для дороботок. На столе имеются тески для дороботки. И при  работе с болгаркой искры летят во все стороны. Нужно установить защитные экраны.
1310,18,26.03.21,006,В пролёте недостаточно освещения  во вторую смену ещё хуже очень вредно для глаз 
1311,19,26.03.21,006,Очень высоко установлены катушки для подачи воздуха  висят внатяг   риск спотыкнуться  запутаться ногами и упасть.
1312,20,26.03.21,006,Аллея от МехОПа до кузнецы плохо освещена. Поверхность имеет резкие перепады высоты. Крышка канализационного люка находится высоко над поверхностью. Проход по аллее не безопасен.
1313,21,26.03.21,006,Во втором пролёте возле рельс образованы канавы в месте постановки телеги с рельс на пол. Люди часто об них спотыкаются.
1314,22,26.03.21,006,Шланги пропускают воздух. Возможен разрыв и получение травмы.
1315,23,19.03.21,006,"На территории завода  проходя мимо ""Охраны труда""  споткнулась и упала. Асфальтовое покрытие в ямах. В итоге получены ушибы и синяки."
1316,24,30.03.21,006,После зимы все трротуары разрушены  сломаны бардюры  есть возможность спотнуться и получить травму.
1317,25,30.03.21,006,женский туалет у центральног входа. В туалете не работает последняя кабинка  табличка на двери информирует об этом  но хотель бы  чтобы были приняты меры. И рабочих кабинок стало 4  а не 3.
1318,1,01.04.21,006,В 5 пролёте у кранбалки при опускании  груза не срабатывает тормоз 
1319,2,02.04.2021,006,После демонтажа испытательной станции осталось большое колтчество кабелей и перемычек вдоль прохода станции. Опасность падения при перемещении.
1320,3,02.04.21,006,Оператор склада столкнулся об торчащую из бетонного пола арматуру  которая осталась после демонтажа забора.
1321,4,06.04.21,006,Во втором пролёте на Линии К-65  столб 13 В  протекает крыша  вода льётся на розетки
1322,5,05.04.21,006,На участке К-80 имеется резкий перепад высоты.  можно споткнуться.
1323,6,09.04.21,006,"От проходной ""Южной"" в сторону ЦПМЗ   где ж/д рельсы  повреждён деревянный настил   споткнулась  ударилась."
1324,7,19.04.21,006,Аллея от МехОПа до кузнецы плохо освещена. Поверхность имеет резкие перепады высоты. Крышка канализационного люка находится высоко над поверхностью. Проход по аллее не безопасен.
1325,8,19.04.21,006,Образованны канавы в месте постановки телеги с рельс на пол. Люди часто об них спотыкаются.
1326,9,27.04.21,006,С проходного контейнера с комплектовки выступала длиномерная деталь   перегораживая проход.
1327,10,27.04.21,006,Увидел  что кабель от межцеховой телеги лежит на рельсах.
1328,11,28.04.21,006,Вдоль тротуара от ЦЕА до проходной на деревьях много сухих веток. При порыве ветра есть веротность облома веток  тем самым получить травму.
1329,1,12.05.21,006,При вывозке в металлолом металической арматуры произошло падение и рассыпание уголков с ВЗТ из-за их большой длины.
1330,2,12.05.21,006,В 6 пролёте в ПРУ в раёоне 8-го пути из бетонного пола торчит труба квадратного сечения длиной 2 см. об которую споткнулся оператор склада Тохтобаев Ю.
1331,3,14.05.21,006,На контейнере был примотан оцинкованный уголок   длиннее чем контейнер на 1 метр. 
1332,4,20.05.21,006,В ночное время суток отсутствует уличное освещение напротив центрального входа в ПРУ(ЭМЦ)
1333,5,20.05.21,006,Из пола в 6 пролёте   после демонтажа ограждения выступает остаток профильной трубы
1334,6,20.05.21,006,В цеху очень жарко  есть вероятность получить тепловой удар
1335,7,25.05.21,006,Труба  которая лежит на проходе приподнята от пола на 6-7 см. Есть вероятность споткнуться и упасть. 
1336,8,19.05.21,006,Образовались канавы в месте постановки телеги с рельс на пол. Люди часто об них спотыкаются.
1337,9,19.05.21,006,Аллея от МехОПа до кузницы плохо освещена. Поверхность имеет резкие перепады высоты. Крышка канализационного люка находится высоко над поверхностью. Проход по аллее небезопасен. 
1338,10,27.05.21,006,На проходе между пролётами 5 и 6 торчит швеллер на высоте 1.6 - 1.7 метра. Есть риск удариться об него головой.
1339,11,24.05.21,006,Неисправна розетка на рабочем месте мастера. Есть вероятность поражения электрическим током.
1340,12,27.05.21,006,Неисправна катушка с воздухом на опорном столбе 11А участок К-59. Есть вероятность споткнуться и получить травму.
1341,13,27.05.21,006,На линии сборки К-59  на территории комплектовки стоит контейнер с металлическими листами  выпирающими на главный проход. Есть вероятность получить травму прри проходе.
1342,14,31.05.21,006,Открыт электрощиток  риск получить удар током  проходя мимо  т.к. проход узкий.
1343,15,31.05.21,006,Во вторую смену фонари возле цеха не работает  очень темно.
1344,16,31.05.21,006,В женском туалете 5 пролёта не работает кран
1345,1,21.06.21,006,На участке  в контейнере стойки были сложены так  что выходили за разметку на проход  это могло привести к опасности столкнуться или зацепиться штанами за выступающие детали.
1346,2,21.06.21,006,На территории поста №1 на участке К-35 на полу имеется неровность (углубление)  в которую случайно наступил  но сохранил равновесие  иначе бы упал.
1347,3,22.06.21,006,На участке К -70(35кВ) 1 пост  к подъёмному столу для сборки каркасов подходят провода по полу  скрытые уголком  об которые часто спотыкаются работники  что может привести к несчастному случаю.
1348,4,10.06.21,006,Переступая через рельсы  споткнулась и упала. Ноги и руки были в ссадинах и синяках.
1349,5,24.06.21,006,Отколота плитки на полу  споткнулась  чуть не упала.
1350,6,25.06.21,006,На перекатных светильниках открыт доступ к электрической части  возможно поражение электрическим током.
1351,7,28.06.21,006,На участке К-59 возле опорнорго столба 18 на проходе лежат сломанные прокладочные материалы  есть вероятность столкнуться и получить травму.
1352,8,28.06.21,006,Возле опорного столба заклинило катушку с размотанным шлангом.  Есть вероятность споткнуться и получить травму.
1353,9,28.06.21,006,На участке К-59 возле опорного столба 22 загружен проход к щиткам. 
1354,10,28.06.21,006,В 4 пролёте из пола торчит арматура.
1355,11,28.06.21,006,В дождливую погоду заливает цех.
1356,12,28.06.21,006,Жарко в цехе  температура выше 30 градусов.
1357,13,23.06.21,006,На электротелеге была повреждена изоляция на кабеле. Риск получить травму.
1358,14,14.06.21,006,Длиномерные детали были сложаны в маленький контейнер. Был риск получить травму.
1359,15,30.06.21,006,На проходе имеется небольшой выступ возле будки мастеров. Риск получить травму.
1360,1,14.07.21,006,От ж/д телеги жгут питающий лежит на полу  риск споткнуться.
1361,2,15.07.21,006,На светильниках нет защитного стекла  может ударить током.
1362,3,16.07.21,006,В комнате для приёма пищи на раковинах расшатанны краны. 
1363,4,06.07.21,006,Во 2 пролёте на участке упаковки большое нагромождение упаковки на второстепенном проходе. Есть вероятность получить травму при проходе.
1364,5,09.07.21,006,Участок К-59  на посту неисправна розетка.
1365,6,19.07.21,006,На участке К-65 в зоне комплектовки стоит контейнер с листами выперающими на проход  есть вероятность получить травму при проходе.
1366,7,28.07.21,006,При раскреплении ящика  остались торчащие гвозди. Есть риск получить травму.
1367,8,22.07.21,006,На линии сборки К-63 пост 1 на проходе стоял контейнер с деталями. При перемещении можно споткнуться  получить травму.
1368,9,18.07.21,006,Из контейнера выступает лист на рабочую зону. Есть риск получить порез.
1369,1,02.08.21,006,Проходя мимо стеллажа в 4 пролёте зацепился за торчащие детали из лотка и порвал брюки.
1370,2,05.08.21,006,Вдоль тротуара на деревьях много сухих веток  есть полностью сухие деревья. Во время порывов ветра есть вероятность  что эти ветки или деревья могут сломаться и нанести увечье проходящим людям.
1371,3,20.08.21,006,Через центральный проход проложен электрокабель для вентилятора. Кабель малозаметен . Есть вероятность за него зацепиться.
1372,4,16.08.21,006,В комнате приёма пищи на раковине шатаются краны
1373,5,29.08.21,006,2 проллёт участок К-65 пост № 3 сломалась розетка 220 В 
1374,6,30.08.21,006,2 пролёт участок К-59  между коллонами 10-13 не перекрывается воздух                      (поврежднние быстроемника)
1375,7,30.08.21,006,В зоне складирования деталей стоял контейнер с повреждённой сеткой  которая торчала в проходе 
1376,8,31.08.21,006,Участок сборки КСО. Стол для сборки панелей при подключении освещения имеется риск поражения током(повреждение кабеля)
1377,1,06.09.21,006,длинные доски для расскрепления деталей в ящике  валяются на полу и торчат в разные строны. Есть риск получить травму.
1378,2,03.09.21,006,При работе внутри ячейки освещения не достаточно  идёт нагрузка на зрение. Есть риск понести вред здоровью. 
1379,3,13.09.21,006,Поддон с метизами стоит на проходе  есть возможность получить травму.
1380,4,17.09.21,006,При проведении строительных работ повреждено стекло уличного окна в конце пролёта. 
1381,5,20.09.21,006,При проведении строительных работ не ограничен доступ в зону стройки  не везде установленны огородительные ленты.
1382,6,22.09.21,006,Из щитка торчат оголённые провода
1383,7,30.09.21,006,Возле опорного столба 14 а неисправна электрическая катушка  искрит розетка
1384,8,14.09.21,006,В 5 пролёте возле склада на проходе стоят контейнеры с комплектовкой. При проходе можно получить травму.
1385,9,22.09.21,006,Разбита розетка возле опорного столба 15 А
1386,10,29.09.21,006,Во время дождя с крыши капает на проходж  есть риск подскользнуться
1387,1,13.10.21,006,Под упавшей крышей (бывшей комнаты электриков) находится окно с открытой створкой. Вследствии чего на данный период времени во вторую смену получаем температуру в пролётах ниже допустимой.
1388,2,27.10.21,006,На опроном столбе 15А неисправна катушка. Шланг размотанный лежит на проходе . Есть вероятность получить травму.
1389,3,21.10.21,006,Напротив опорного столба 15 А на проходе стоит контейнер с выпирающими острыми деталями. Есть вероятность получить травму.
1390,4,14.10.21,006,Возле опорного столба 11А течёт отопительная труба   вода скапливается на проходе  есть вероятность подскользнуться и получить травму.
1391,5,28.10.21,006,На проходе к туалету в 5 пролёте валяется водопроводный шланг  есть риск споткнуться и упасть.
1392,6,27.10.21,006,Контейнер с оборудованием стоит на проходе   есть риск получить травму.
1393,1,04.11.21,006,не обозначено место хранения огнетушителя   рукав не закреплен.
1394,2,04.11.21,006,не обозначено место хранения огнетушителя 
1395,3,04.11.21,006,не обозначено место хранения огнетушителя 
1396,4,04.11.21,006,не обозначено место хранения огнетушителя 
1397,5,04.11.21,006,не обозначено место хранения огнетушителя 
1398,6,04.11.21,006,не обозначено место хранения огнетушителя 
1399,7,04.11.21,006,не обозначено место хранения огнетушителя 
1400,8,04.11.21,006,При заливке пола образовалась ступень  можно споткнуться получить травму 
1401,9,12.11.21,006,Из-за понижения температуры и снегопада. Территория перед входом стала скользкой. Есть риск подскользнуться и получить травму.
1402,10,15.11.21,006,Контейнер с комплектовкой из которого торчали детали стоял на проходе  есть риск получить травму.
1403,11,29.11.21,006,В 4 пролёте возле порного столба 8  на проходе большое скопление воды из-за протекания крыши. Есть вероятность получить травму. 
1404,12,15.11.21,006,Заставлен проход к щитку в пролёте на опорном столбе.
1405,13,11.11.21,006,Неисправна розетка возле мастера во 2 пролёте.
1406,1,01.12.21,006,На месте проведения бетонных работ по заливке пола в данный момент не ограничен доступ в зону недоделанных полов. Открыта арматура. Есть вероятность повреждения ног.
1407,2,08.12.21,006,В зоне складирования деталей находится контейнер с торчащей обрешоткой.
1408,1,12.01.21,007,Зацепился об контейнер на проходе
1409,2,15.01.21,007,Нарушена изоляция силового кабеля
1410,3,18.01.21,007,Рохля стоит на проходе
1411,4,18.01.21,007,Прокладочные бруски лежат на проходе
1412,5,19.01.21,007,Комплектующие детали лежат на прооде
1413,6,19.01.21,007,бирки маркировки изделия  торчит на проход  острым углом
1414,7,19.01.21,007,заготовка на полу в не разметки
1415,8,19.01.21,007,Стропы лежат на проходе
1416,9,20.01.21,007,На проходе лежит поддон
1417,10,20.01.21,007,На проходе возле ворот лежал поддон
1418,11,20.01.21,007,брусок с гвоздями лежал на проходе
1419,12,22.01.21,007,Обнаружена не исправная розетка
1420,1,08.02.2021,007,Пролили СОЖ на проход. Риск подскользнутся.
1421,2,11.02.2021,007,Нарушена изоляция кабеля
1422,3,16.02.2021,007,зацепился рукавом за торчащий саморез из забора
1423,4,17.02.2021,007,Контейнер с угалками выходит за границы прохода
1424,5,19.02.2021,007,огнетушитель стоял без подставки
1425,6,19.02.2021,007,вышли из строя лешетки для дробеструйки мелких деталей
1426,7,19.02.2021,007,отгорела масса заземления
1427,8,19.02.2021,007,на подающем рольганге оторвался уголок
1428,9,19.02.2021,007,На проходе стоит поддон
1429,10,19.02.2021,007,на сваренной раме бирка висит острым углом в сторону прохода
1430,11,20.02.2021,007,из пола торчит анкерный болт
1431,12,20.02.2021,007,на полу после камаза лужа масла
1432,1,11.03.21,007,Кабель массы от сварочного автомата к стенду мешает замене баллона с защитным газом
1433,2,15.03.21,007,короткое замыкание в розетки сов плима
1434,3,15.03.21,007,отсутствовало определенное место резки проф. Листа
1435,4,16.03.21,007,нарушение изоляции кабеля
1436,5,16.03.21,007,Сломана розетка
1437,6,18.03.21,007,Прокладочный материал лежал н аполу
1438,7,18.03.21,007,сборщик споткнулся об рельсы стенда
1439,8,19.03.21,007,Лежат стропы на проходе
1440,9,22.03.21,007,Контейнер на проходе 
1441,10,23.03.21,007,уголки лежат без прокладок 
1442,11,24.03.21,007,на входе в краско-приготовительный участок лежал поддон
1443,12,24.03.21,007,пролили краску на подложку на складе ЛКМ
1444,13,25.03.21,007,не регулируется рукам совплима
1445,14,25.03.21,007,сломался совплим
1446,15,25.03.21,007,расшатался столб забора
1447,16,25.03.21,007,лопнул кра на воздушной трубе
1448,17,25.03.21,007,на проходе поддоны
1449,18,25.03.21,007,на посту 8 в начале смены было обнаружено нарушение целостности вилки на совплиме
1450,19,25.03.21,007,в проходе на пост споткнулся об анкер что держит столб
1451,20,26.03.21,007,на проходе лежат стропы
1452,1,20.04.21,007,Прокладочный материал на проходе
1453,2,22.04.21,007,Край линиии сборочного конвейера приподнялся у места крепления
1454,3,22.04.21,007,Листы на проходе
1455,4,23.04.21,007,перестали сматыватся улитка со шлангом
1456,5,26.04.21,007,Отвалилась масса у заземляющего провода
1457,6,26.04.21,007,разлита краска 
1458,7,26.04.21,007,Прокладочный материал на проходе
1459,8,27.04.21,007,Травит воздушный шланг
1460,9,27.04.21,007,стропы на проходе
1461,10,28.04.21,007,рассыпался поддон с базальтом
1462,11,28.04.21,007,через проход на краскоприготовительном протянут воздушный шланг
1463,12,28.04.21,007,В краскоприготовительной на полу лежали поддоны из под грунта
1464,13,28.04.21,007,неисправна розетка совплима
1465,14,28.04.21,007,обгорела масса на стенде
1466,15,28.04.21,007,вылез анкер из заземления
1467,16,28.04.21,007,Лежит лист металла на проходе
1468,17,28.04.21,007,торчит проволока от забора
1469,18,28.04.21,007,на проходе лежит швеллер
1470,19,28.04.21,007,на проходе к сверлильному станку контейнер со стружкой
1471,20,28.04.21,007,на сварочном посту обнаружился обрыв полосы заземления
1472,21,29.04.21,007,Стропы на проходе
1473,22,29.04.21,007,поддоны в проходе
1474,23,29.04.21,007,на полу валялись уголки 
1475,24,29.04.21,007,Во время работы слетели провода со стрелы подающего 
1476,25,29.04.21,007,комплектующие детали складываются на псту на подставки и ни падают с них
1477,26,29.04.21,007,на полосе заземлении торчал болт 
1478,27,29.04.21,007,в проходе стоит алюминиевая лестница
1479,28,29.04.21,007,"в проходе на ""ребре"" стоит поддон"
1480,29,29.04.21,007,перегорел кабель заземления
1481,30,29.04.21,007,обломился провод на удлинители
1482,1,17.05.21,007,приспособление для сборки и сварки лежат на полу мешает проходу
1483,2,24.05.21,007,На полу лежит доска с гвоздями
1484,3,25.05.21,007,торчит бирка острым углом
1485,4,25.05.21,007,из пола торчит болт 
1486,5,25.05.21,007,Мешал поддон на проходе 
1487,6,25.05.21,007,Поддон лежит на проходе
1488,7,25.05.21,007,обнаружили порез углекислотного шланга
1489,8,25.05.21,007,Искрит выключатель
1490,9,26.05.21,007,на проходе стоит контейнер с пиломатериалами
1491,10,26.05.21,007,разлито масло на дороге
1492,11,26.05.21,007,у провода массы плохой контакт
1493,12,27.05.21,007,Лежал поддон на проходе
1494,1,12.07.21,007,Не тянет совплим
1495,2,14.07.21,007,Не фиксируется рукав совплима
1496,3,16.07.21,007,Травит редуктор на баллоне
1497,4,19.07.21,007,Прокладочный материал лежит на проходе
1498,5,20.07.21,007,Стропы лежат на проходе
1499,6,20.07.21,007,Травит шланг подачи смеси для сварки
1500,7,21.07.21,007,Метизы не в месте хранения
1501,8,22.07.21,007,Нарушена изоляция на проводе сварочного автомата
1502,9,22.07.21,007,лежал поддон на проходе
1503,10,22.07.21,007,В оск стояли пустые бочки из под краски мешали ходить
1504,11,22.07.21,007,стропы не на месте хранения
1505,12,26.07.21,007,отгорела полоса заземления
1506,1,13.08.21,007,сорвало шланг с пневматической зачистной машины
1507,2,17.08.21,007,прокладочный материал валялся на проходе
1508,3,19.08.21,007,стропы лежали на проходе
1509,4,23.08.21,007,Стропы лежат на проходе
1510,5,24.08.21,007,прокладки лежат на проходе
1511,6,25.08.21,007,Нагрев кабеля массы
1512,7,25.08.21,007,на проходе мешался поддон 
1513,8,25.08.21,007,замкнул кабель массы на аппарате
1514,9,25.08.21,007,прокладочный материал лежит на полу
1515,10,26.08.21,007,на протяжении всей пешеходной дорожки существует риск падения сухих веток с деревьев
1516,11,26.08.21,007,на проходе лежат острые саморезы
1517,12,26.08.21,007,проходные контейнера стоят не на месте
1518,1,06.09.21,007,Травит шланг жатого воздуха
1519,2,08.09.21,007,Тара на проходе  задел рукой
1520,3,09.09.21,007,швеллер лежит на полу в проходе
1521,4,15.09.21,007,кабель от сварочного аппарата поврежден
1522,5,15.09.21,007,рассыпанны саморезы по полу
1523,6,15.09.21,007,Задел ногой контейнер
1524,7,16.09.21,007,Стропы лежат на проходе
1525,8,16.09.21,007,На участке валяется прокладочный материал
1526,9,17.09.21,007,прокладочный материал лежит на проходе
1527,10,18.09.21,007,нарушена изоляция провода УШК
1528,11,20.09.21,007,Контейнер стоит на проходе
1529,12,20.09.21,007,Искрит кабель массы
1530,1,28.10.21,007,Укосина для шланга со сжатым воздухом кстановлена слишком низко  задеваю головой
1531,2,28.10.21,007,Листы пола выходят за разметку опасность порезатся
1532,3,28.10.21,007,Большое количество дроби н аполу
1533,4,21.10.21,007,Повреждена защитная гофра кабеля сварочного оператора
1534,5,21.10.21,007,На полу разлито масло 
1535,6,21.10.21,007,На проходе лежат уголки
1536,7,20.10.21,007,контейнер на проходе
1537,8,14.10.21,007,Пролили краску на краскоприготовительном участке
1538,9,14.10.21,007,споткнулся об полосу сварочной массы
1539,10,12.10.21,007,Болталась розетка
1540,11,11.10.21,007,У входа на сварочный пост 7 стоял стеллаж который мешает проходу 
1541,12,11.10.21,007,из пола торчит арматура
1542,1,22.11.21,007,Уголки для рам основания лежат на походе
1543,2,23.11.21,007,Прокладочный материал лежал на полу в рабочей зоне
1544,3,24.11.21,007,Стропы лежат на проходе 
1545,4,26.11.21,007,На краскоприготовительном участке на проходе стояли поддоны из под краски
1546,5,26.11.21,007,На сборочном участке установлена конвейерная линия  соткнулся об рельсы 
1547,6,26.11.21,007,На сборочном участке уголки под панели лежали не на месте
1548,7,26.11.21,007,Отгорела масса от стенда
1549,8,26.11.21,007,Открутился болт на защелке стенда
1550,9,26.11.21,007,Вылез анкер из полосы заземления 
1551,10,26.11.21,007,Отгорела клемма массы
1552,11,26.11.21,007,Обнаружил порез на воздушном шланге
1553,12,30.11.21,007,Очень скользкий заход 
1554,1,21.12.21,007,Швеллер лежит на проходе
1555,2,21.12.21,007,Обнаружено пятно масла у ворот
1556,3,21.12.21,007,Выполняя работу на посту 5 споткнулся о полосу сварочной массы (была согнута)
1557,4,21.12.21,007,Подкапывал кран на бочке с растворителем
1558,5,22.12.21,007,Доска от поддона с гвоздями  на проходе
1559,6,22.12.21,007,Лежал поддон на выходе из краскоприготовительного участка
1560,7,22.12.21,007,Инструмент не помещался в теневой доске  валялся в ящике
1561,8,22.12.21,007,Травит воздух в соединении штуцера
1562,9,22.12.21,007,При передвижении люльки в ОСК сломаласть шина
1563,1,11.01.21,008,При включении электролобзика в сеть  розетка заискрилась и обгарела вилка
1564,2,11.01.21,008,В блок модуле споткнулся об запутанные шланги
1565,3,11.01.21,008,При упаковке блок модуля не удержали щит и он упал на пол
1566,4,11.01.21,008,При упаковке блок модуля молоток соскочил с рукоятки
1567,5,11.01.21,008,Споткнулся около блок модуля об проволоку от гофротрубы
1568,6,11.01.21,008,При перемещение возле блок модуля споткнулся об торчащие детали из контейнера
1569,7,12.01.21,008,При перемещение возле блок модуля подскользнулся на мокром полу
1570,8,12.01.21,008,При подрезке обрамлений болгаркой отрезной круг закусило и он разлетелся
1571,9,12.01.21,008,При перемещение возле блок модуля споткнулся об переноску
1572,10,12.01.21,008,При спуске со стремянки одна из ступенек сломалась
1573,11,12.01.21,008,При монтаже на подставке отломилась ступенька
1574,12,11.01.21,008,Переносная подставка стояла на проходе и мешала безопасному проходу
1575,13,11.01.21,008,Зашипел шланг с воздухом
1576,14,11.01.21,008,Подскользнулся на прокладочном малеоиале лежащем на мокром полу
1577,15,11.01.21,008,Разматывал кабель сварочного аппарата обнаружил поврежденную изоляцию
1578,16,11.01.21,008,На месте складирования продукции находился трансформатор напряжения с которого капало масло
1579,17,11.01.21,008,На рсбочем месте возле блок модуля маляр пролил краску
1580,18,12.01.21,008,Во время проведения сварочных работ под блок модулем обнаружил пленку  могло произойти возгорание
1581,19,12.01.21,008,На линии складирования упаковки бруска лежал щит и выпирал за границу упаковки
1582,20,12.01.21,008,Увидел контейнер стоящий на проходе
1583,21,12.01.21,008,На телеге возле склада лежали потолки  одна сторона упала с бруска
1584,22,12.01.21,008,Деталь лежащая на стелаже выступает за линию ограждения
1585,23,13.01.21,008,На проходе споткнулся об брус
1586,24,13.01.21,008,Сварщик работал с переноской у которой был огален провод
1587,25,13.01.21,008,7.10 утра проходил по аллее к цеху подскользнулся и чуть не упал  подскользнулся на птичьем помете в темное время суток.
1588,26,13.01.21,008,В 9.45 споткнулся о кабель от сварочного аппарата  который бал раскинут по проходу  что могло привести к травме
1589,27,13.01.21,008,Торчал брус из под блок модуля
1590,28,13.01.21,008,Выявлена стремянка с деФектом ступеней
1591,29,13.01.21,008,На проходе стоит пустой контейнер из под оборудования
1592,1,01.02.21,008,Во время набора деталей  зацепился штаниной за торчащий уголок
1593,2,01.02.21,008,Во время развертывания аппарата разлил краску
1594,3,01.02.21,008,Во время проведения сварочных работ в блок модуле споткнулся о петлю проводов подающего механизма
1595,4,01.02.21,008,На кабельном участке неправельно была установлена бухта с кабелем
1596,5,01.02.21,008,При входе в цех было очень скользко
1597,6,01.02.21,008,Возле ворот кабельного участка было много воды  после машин.
1598,7,01.02.21,008,На проходе у ворот стоят поддоны
1599,8,01.02.21,008,Рехтовали кабель  кабушка с кабелем чуть не наехала на ногу
1600,9,01.02.21,008,На полу возле склада было разлито машинное масло
1601,10,01.02.21,008,На проходе лежал размотанный кабель
1602,11,02.02.21,008,Готовая продукция лежит на проходе  не хватает стеллажей
1603,12,02.02.21,008,Около фонтанчика была обнаружена большая лужа воды  риск подскользнуться и получить травму
1604,13,02.02.21,008,Работала на кабельном участке  около ворот после заезда автотранспорта остается снег и образуется лужа. Риск подскользнуться и получить травму 
1605,14,02.02.21,008,Работая на складе почувствовал что уперся в уголок торчащий за разметку
1606,15,02.02.21,008,На участке находился сломанный поддон
1607,16,02.02.21,008,На участке находился сломанный инструмент
1608,17,02.02.21,008,На дорожке для прохода лежит кабель
1609,18,03.02.21,008,На проходе стоит рохля
1610,19,03.02.21,008,Поврежден корпус розетки 220в
1611,20,03.02.21,008,Волялись шланги на проходе
1612,21,03.02.21,008,На проходе лежал контур и мешал проходу
1613,22,03.02.21,008,На проходе лежали доски и мусор
1614,23,03.02.21,008,Оставлена тележка на центральном проходе
1615,24,03.02.21,008,На проход выкатилась пустая катушка из-под кабеля
1616,25,03.02.21,008,Проходя мимо складирования рам основания  заметил сильно выступающий прокладочный материал (брус деревянный 100х100)
1617,26,03.02.21,008,На месте складирования деталей  детали выступали за линию.
1618,27,03.02.21,008,Стоял контейнер криво  мог упасть
1619,28,03.02.21,008,Детали стояли на сломаном поддоне  был риск падения деталей.
1620,1,01.03.21,008,Порван шнур переноски
1621,2,01.03.21,008,Высота складирования груза больше допустимой
1622,3,01.03.21,008,Разлито машинное масло на полу
1623,4,01.03.21,008,Загроможден проход к электро щитку
1624,5,02.03.21,008,Угол контейнера выпирает в проход
1625,6,02.03.21,008,Плохая освещенность участка
1626,7,02.03.21,008,На участке крупногабаритных деталей  на проходе стоял поддон
1627,8,02.03.21,008,В проходе стоял проходной контейнер  из которого сильно выпирают детали  мешающие свободному проходу
1628,9,02.03.21,008,на участке дверей стальные стропы лежат на проходе
1629,10,03.03.21,008,Не правельно складировались панели
1630,11,03.03.21,008,У средних ворот лежали бруски
1631,12,03.03.21,008,На проход выкатились бобины с кабелем  так как отсутствовали подпорки
1632,13,03.03.21,008,При транспортировке рамы основания из цеха в цех не оказалось прокладочного материала между рамами
1633,14,03.03.21,008,Стропы 7м лежали на полу
1634,15,03.03.21,008,После раскладки ферм по ячейкам остались бруски
1635,16,03.03.21,008,На участке коммутации на проходе лежали швеллера  трубы мешали проходу
1636,17,03.03.21,008,На полу у стелажей были разбросаны гайки  железная тара
1637,18,03.03.21,008,Сломана розетка на участке
1638,19,04.03.21,008,Проходя по складу я увидел длинный уголок  который торчал за разметку
1639,20,04.03.21,008,Из контейнера торчали доски прокладочного материала
1640,21,04.03.21,008,В проходе стояло ведро с краской
1641,22,04.03.21,008,Споткнулся о лежащий на проходе поддон
1642,23,04.03.21,008,Находясь на складе я обнаружил  что одна катушка с проводом была без упора
1643,24,05.03.21,008,После приема деталей остались в проходе бруски  которые мешали свободному проходу
1644,25,05.03.21,008,После разгрузки и принятия деталей от машины осталось много воды и льда  которые мешали свободному перемещению
1645,26,05.03.21,008,После выгрузки автомашины на полу осталась лужа воды с маслом
1646,27,05.03.21,008,на участке резки кабеля в проходе лежали куски кабеля  мешают проходу
